participant_id,trial_number,group,task_type,input,response,true_output,rt,is_correct,submission_attempts,total_submissions,group_label,rt_seconds
sub_5fec732bb147,5,1,value-loose-chunk,II = XI - VII,II=IX-VII,"['III=X-VII', 'II=IX-VII', 'II=X-VIII']",25106,True,"[{'answer': 'II=IX-VII', 'is_correct': True, 'timestamp': {'$numberLong': '1759439042651'}, 'time_from_start': 22073}]",1,Same Type (Group 1),25.106
sub_e6330811bfdb,1,1,operator,XIII = VII - VI,XII=,['XIII-VII=VI'],242366,False,"[{'answer': 'XIII=VII+VI', 'is_correct': False, 'timestamp': {'$numberLong': '1759441142636'}, 'time_from_start': 184989}]",1,Same Type (Group 1),242.366
sub_e6330811bfdb,2,1,operator,X = VII - III,X=X,['X-VII=III'],244865,False,"[{'answer': 'X=VII+III', 'is_correct': False, 'timestamp': {'$numberLong': '1759441267549'}, 'time_from_start': 52458}, {'answer': 'X=VII+III', 'is_correct': False, 'timestamp': {'$numberLong': '1759441384769'}, 'time_from_start': 169678}]",2,Same Type (Group 1),244.865
sub_e6330811bfdb,3,1,operator,VI = IV - II,VI=,['VI-IV=II'],243805,False,"[{'answer': 'VI=IV+II', 'is_correct': False, 'timestamp': {'$numberLong': '1759441576425'}, 'time_from_start': 111788}]",1,Same Type (Group 1),243.805
sub_e6330811bfdb,4,1,operator,VII = III - IV,VII=,['VII-III=IV'],243313,False,"[{'answer': '+', 'is_correct': False, 'timestamp': {'$numberLong': '1759441762168'}, 'time_from_start': 49316}]",1,Same Type (Group 1),243.313
sub_e6330811bfdb,5,1,operator,XIII = IX - IV,XIII=IX+,['XIII-IX=IV'],244866,False,[],0,Same Type (Group 1),244.866
sub_b57438af5250,1,2,operator,VI = IV - II,VI-IV=II,['VI-IV=II'],215605,True,"[{'answer': 'VI=IV-II', 'is_correct': False, 'timestamp': {'$numberLong': '1759512757281'}, 'time_from_start': 135346}, {'answer': 'VI-IV=II', 'is_correct': True, 'timestamp': {'$numberLong': '1759512834491'}, 'time_from_start': 212556}]",2,Different Types (Group 2),215.605
sub_b57438af5250,2,2,value-tight-chunk,XI = IV + II,,"['VI=IV+II', 'XI=IX+II']",240146,False,"[{'answer': 'XI=VI+V', 'is_correct': False, 'timestamp': {'$numberLong': '1759513079293'}, 'time_from_start': 230808}]",1,Different Types (Group 2),240.146
sub_b57438af5250,3,2,tautological,VIII = VIII + VIII,VVI,['VIII=VIII=VIII'],240146,False,"[{'answer': 'VIII-VIII+VIII', 'is_correct': False, 'timestamp': {'$numberLong': '1759513249982'}, 'time_from_start': 146105}]",1,Different Types (Group 2),240.146
sub_b57438af5250,4,2,value-loose-chunk,II = XI - VII,II=IX-VII,"['III=X-VII', 'II=IX-VII', 'II=X-VIII']",33258,True,"[{'answer': 'II=IX-VII', 'is_correct': True, 'timestamp': {'$numberLong': '1759513376263'}, 'time_from_start': 30224}]",1,Different Types (Group 2),33.258
sub_b57438af5250,5,2,hybrid,III = XI + IX,III=X,['III=XII-IX'],240155,False,"[{'answer': 'II=XII+IX', 'is_correct': False, 'timestamp': {'$numberLong': '1759513434228'}, 'time_from_start': 52741}, {'answer': 'XIII=XI+I', 'is_correct': False, 'timestamp': {'$numberLong': '1759513526678'}, 'time_from_start': 145191}, {'answer': 'II=XII-IX', 'is_correct': False, 'timestamp': {'$numberLong': '1759513585106'}, 'time_from_start': 203619}]",3,Different Types (Group 2),240.155
sub_2669635ac136,1,2,value-tight-chunk,VII = IX + III,XII=IX+III,"['XII=IX+III', 'VII=IV+III']",200275,True,"[{'answer': 'X=IX+III', 'is_correct': False, 'timestamp': {'$numberLong': '1759515939746'}, 'time_from_start': 182079}, {'answer': 'XII=IX+III', 'is_correct': True, 'timestamp': {'$numberLong': '1759515954906'}, 'time_from_start': 197239}]",2,Different Types (Group 2),200.275
sub_2669635ac136,2,2,value-loose-chunk,III = IX - IV,III=IX-VI,['III=IX-VI'],70573,True,"[{'answer': 'III=IX-VI', 'is_correct': True, 'timestamp': {'$numberLong': '1759516029866'}, 'time_from_start': 67552}]",1,Different Types (Group 2),70.573
sub_2669635ac136,3,2,tautological,VIII = VIII + VIII,,['VIII=VIII=VIII'],240130,False,[],0,Different Types (Group 2),240.13
sub_2669635ac136,4,2,hybrid,IX = XII + IV,IX=XIII-IV,['IX=XIII-IV'],67636,True,"[{'answer': 'IX=XIII-IV', 'is_correct': True, 'timestamp': {'$numberLong': '1759516343312'}, 'time_from_start': 64599}]",1,Different Types (Group 2),67.636
sub_2669635ac136,5,2,operator,XIII = IX - IV,,['XIII-IX=IV'],240125,False,[],0,Different Types (Group 2),240.125
sub_c825be9c6344,1,2,tautological,IV = IV + IV,,['IV=IV=IV'],240123,False,[],0,Different Types (Group 2),240.123
sub_c825be9c6344,2,2,operator,VII = III - IV,VII-III=IV,['VII-III=IV'],110715,True,"[{'answer': 'VII-III=IV', 'is_correct': True, 'timestamp': {'$numberLong': '1759519195935'}, 'time_from_start': 107696}]",1,Different Types (Group 2),110.715
sub_c825be9c6344,3,2,value-loose-chunk,IV = IV - II,IV=VI-II,['IV=VI-II'],50146,True,"[{'answer': 'IV=VI-II', 'is_correct': True, 'timestamp': {'$numberLong': '1759519247564'}, 'time_from_start': 47118}]",1,Different Types (Group 2),50.146
sub_c825be9c6344,4,2,value-tight-chunk,II = IX - II,II=IV-II,['II=IV-II'],38447,True,"[{'answer': 'II=IV-II', 'is_correct': True, 'timestamp': {'$numberLong': '1759519288061'}, 'time_from_start': 35427}]",1,Different Types (Group 2),38.447
sub_c825be9c6344,5,2,hybrid,IX = XII + IV,,['IX=XIII-IV'],240122,False,"[{'answer': 'IIX=XII-IV', 'is_correct': False, 'timestamp': {'$numberLong': '1759519340822'}, 'time_from_start': 47953}, {'answer': 'IIX=XII-IV', 'is_correct': False, 'timestamp': {'$numberLong': '1759519352052'}, 'time_from_start': 59183}, {'answer': 'IIX=XII-IV', 'is_correct': False, 'timestamp': {'$numberLong': '1759519397710'}, 'time_from_start': 104841}, {'answer': 'IX=XII+IIV', 'is_correct': False, 'timestamp': {'$numberLong': '1759519529423'}, 'time_from_start': 236554}]",4,Different Types (Group 2),240.122
sub_b1253f2df8d5,1,1,hybrid,IX = XII + IV,IX=XIII-IV,['IX=XIII-IV'],90049,True,"[{'answer': 'IX=XIII-IV', 'is_correct': True, 'timestamp': {'$numberLong': '1759520212779'}, 'time_from_start': 87011}]",1,Same Type (Group 1),90.049
sub_b1253f2df8d5,2,1,hybrid,III = XI + IX,III=XII-IX,['III=XII-IX'],40350,True,"[{'answer': 'III=XII-IX', 'is_correct': True, 'timestamp': {'$numberLong': '1759520256019'}, 'time_from_start': 37307}]",1,Same Type (Group 1),40.35
sub_b1253f2df8d5,3,1,hybrid,VI = VI + I,VI=VII-I,['VI=VII-I'],29397,True,"[{'answer': 'VI=VII-I', 'is_correct': True, 'timestamp': {'$numberLong': '1759520287285'}, 'time_from_start': 26356}]",1,Same Type (Group 1),29.397
sub_b1253f2df8d5,4,1,hybrid,VII = XII + VI,VII=XIII-VI,['VII=XIII-VI'],50580,True,"[{'answer': 'VII=XIII-VI', 'is_correct': True, 'timestamp': {'$numberLong': '1759520339867'}, 'time_from_start': 47545}]",1,Same Type (Group 1),50.58
sub_b1253f2df8d5,5,1,hybrid,IV = VII + IV,IV=VIII-IV,['IV=VIII-IV'],25232,True,"[{'answer': 'IV=VIII-IV', 'is_correct': True, 'timestamp': {'$numberLong': '1759520366127'}, 'time_from_start': 22192}]",1,Same Type (Group 1),25.232
sub_7db0eb5bbaa4,1,2,tautological,VIII = VIII + VIII,,['VIII=VIII=VIII'],240190,False,[],0,Different Types (Group 2),240.19
sub_7db0eb5bbaa4,2,2,hybrid,VII = XII + VI,VII=XIII-VI,['VII=XIII-VI'],97865,True,"[{'answer': 'VII=XIII-VI', 'is_correct': True, 'timestamp': {'$numberLong': '1759771236223'}, 'time_from_start': 94814}]",1,Different Types (Group 2),97.865
sub_7db0eb5bbaa4,3,2,operator,XIII = VII - VI,XIII-VII=VI,['XIII-VII=VI'],110921,True,"[{'answer': 'XIII-VII=VI', 'is_correct': True, 'timestamp': {'$numberLong': '1759771351498'}, 'time_from_start': 107874}]",1,Different Types (Group 2),110.921
sub_7db0eb5bbaa4,4,2,value-tight-chunk,VII = IX + III,VII=IXI,"['XII=IX+III', 'VII=IV+III']",240173,False,[],0,Different Types (Group 2),240.173
sub_7db0eb5bbaa4,5,2,value-loose-chunk,IV = IV - II,IIV-IV,['IV=VI-II'],241182,False,"[{'answer': 'IIV=V-II', 'is_correct': False, 'timestamp': {'$numberLong': '1759771638729'}, 'time_from_start': 37219}, {'answer': 'V=IIV+II', 'is_correct': False, 'timestamp': {'$numberLong': '1759771776887'}, 'time_from_start': 175377}]",2,Different Types (Group 2),241.182
sub_fee3a357342f,1,1,value-tight-chunk,XI = IV + II,,"['VI=IV+II', 'XI=IX+II']",243408,False,[],0,Same Type (Group 1),243.408
sub_fee3a357342f,2,1,value-tight-chunk,VII = IX + III,VII=IV+III,"['XII=IX+III', 'VII=IV+III']",50049,True,"[{'answer': 'VII=IV+III', 'is_correct': True, 'timestamp': {'$numberLong': '1759776482713'}, 'time_from_start': 47024}]",1,Same Type (Group 1),50.049
sub_fee3a357342f,3,1,value-tight-chunk,II = IX - II,II=IV-II,['II=IV-II'],27586,True,"[{'answer': 'II=IV-II', 'is_correct': True, 'timestamp': {'$numberLong': '1759776517522'}, 'time_from_start': 24369}]",1,Same Type (Group 1),27.586
sub_fee3a357342f,4,1,value-tight-chunk,III = XI - III,III=VI-III,['III=VI-III'],28998,True,"[{'answer': 'III=VI-III', 'is_correct': True, 'timestamp': {'$numberLong': '1759776549088'}, 'time_from_start': 25735}]",1,Same Type (Group 1),28.998
sub_fee3a357342f,5,1,value-tight-chunk,IV = XI - II,IV=VI-II,"['IX=XI-II', 'IV=VI-II']",24033,True,"[{'answer': 'IV=VI-II', 'is_correct': True, 'timestamp': {'$numberLong': '1759776574905'}, 'time_from_start': 20783}]",1,Same Type (Group 1),24.033
sub_07f6be2aa134,1,2,value-loose-chunk,VIII = II + IV,VIII=III+V,"['VIII=II+VI', 'VIII=III+V', 'VII=III+IV']",58088,True,"[{'answer': 'VIII=III+V', 'is_correct': True, 'timestamp': {'$numberLong': '1759183551285'}, 'time_from_start': 55058}]",1,Different Types (Group 2),58.088
sub_07f6be2aa134,2,2,hybrid,IV = VII + IV,,['IV=VIII-IV'],240178,False,[],0,Different Types (Group 2),240.178
sub_07f6be2aa134,3,2,operator,X = VII - III,X-VII=III,['X-VII=III'],72518,True,"[{'answer': 'X-VII=III', 'is_correct': True, 'timestamp': {'$numberLong': '1759183867622'}, 'time_from_start': 69485}]",1,Different Types (Group 2),72.518
sub_07f6be2aa134,4,2,tautological,XII = XII + XII,,['XII=XII=XII'],240178,False,[],0,Different Types (Group 2),240.178
sub_07f6be2aa134,5,2,value-tight-chunk,III = XI - III,III=VI-III,['III=VI-III'],61832,True,"[{'answer': 'III=VI-III', 'is_correct': True, 'timestamp': {'$numberLong': '1759184172741'}, 'time_from_start': 58792}]",1,Different Types (Group 2),61.832
sub_d333fc109d39,1,2,operator,X = VII - III,,['X-VII=III'],240114,False,"[{'answer': 'X=XII-III', 'is_correct': False, 'timestamp': {'$numberLong': '1759182879191'}, 'time_from_start': 152980}, {'answer': 'X=VIII+II', 'is_correct': False, 'timestamp': {'$numberLong': '1759182918981'}, 'time_from_start': 192770}, {'answer': 'X=VI+II', 'is_correct': False, 'timestamp': {'$numberLong': '1759182966008'}, 'time_from_start': 239797}]",3,Different Types (Group 2),240.114
sub_d333fc109d39,2,2,tautological,III = III + III,,['III=III=III'],240128,False,"[{'answer': 'VI=III+III', 'is_correct': False, 'timestamp': {'$numberLong': '1759183151212'}, 'time_from_start': 177552}]",1,Different Types (Group 2),240.128
sub_d333fc109d39,3,2,hybrid,III = XI + IX,III=XII-IX,['III=XII-IX'],48779,True,"[{'answer': 'III=XII-IX', 'is_correct': True, 'timestamp': {'$numberLong': '1759183267923'}, 'time_from_start': 45768}]",1,Different Types (Group 2),48.779
sub_d333fc109d39,4,2,value-loose-chunk,IV = IV - II,IV=VI-II,['IV=VI-II'],80637,True,"[{'answer': 'III=IV-II', 'is_correct': False, 'timestamp': {'$numberLong': '1759183310481'}, 'time_from_start': 37128}, {'answer': 'IV=VI-II', 'is_correct': True, 'timestamp': {'$numberLong': '1759183350954'}, 'time_from_start': 77601}]",2,Different Types (Group 2),80.637
sub_d333fc109d39,5,2,value-tight-chunk,XI = IV + II,,"['VI=IV+II', 'XI=IX+II']",240132,False,"[{'answer': 'XI=IV+V', 'is_correct': False, 'timestamp': {'$numberLong': '1759183421020'}, 'time_from_start': 65259}, {'answer': 'XI=VI+V', 'is_correct': False, 'timestamp': {'$numberLong': '1759183500170'}, 'time_from_start': 144409}, {'answer': 'X=IV+VI', 'is_correct': False, 'timestamp': {'$numberLong': '1759183588973'}, 'time_from_start': 233212}]",3,Different Types (Group 2),240.132
sub_eb76a1267103,1,2,operator,X = VII - III,,['X-VII=III'],240110,False,"[{'answer': 'X=VII+III', 'is_correct': False, 'timestamp': {'$numberLong': '1759183201504'}, 'time_from_start': 181139}]",1,Different Types (Group 2),240.11
sub_eb76a1267103,2,2,value-tight-chunk,IV = XI - II,IX=XI-II,"['IX=XI-II', 'IV=VI-II']",90633,True,"[{'answer': 'IX=XI-II', 'is_correct': True, 'timestamp': {'$numberLong': '1759183350196'}, 'time_from_start': 87621}]",1,Different Types (Group 2),90.633
sub_eb76a1267103,3,2,value-loose-chunk,IV = IV - II,IV=VI-II,['IV=VI-II'],47426,True,"[{'answer': 'IV=VI-II', 'is_correct': True, 'timestamp': {'$numberLong': '1759183398938'}, 'time_from_start': 44406}]",1,Different Types (Group 2),47.426
sub_eb76a1267103,4,2,tautological,XII = XII + XII,,['XII=XII=XII'],240117,False,[],0,Different Types (Group 2),240.117
sub_eb76a1267103,5,2,hybrid,VII = XII + VI,VII=XIII-VI,['VII=XIII-VI'],35259,True,"[{'answer': 'VII=XIII-VI', 'is_correct': True, 'timestamp': {'$numberLong': '1759183677351'}, 'time_from_start': 32252}]",1,Different Types (Group 2),35.259
sub_9a3868181699,1,2,hybrid,VII = XII + VI,VI=IX=,['VII=XIII-VI'],240149,False,"[{'answer': '=', 'is_correct': False, 'timestamp': {'$numberLong': '1759183793116'}, 'time_from_start': 56654}, {'answer': '=IX', 'is_correct': False, 'timestamp': {'$numberLong': '1759183821526'}, 'time_from_start': 85064}, {'answer': 'IX=IX=IX', 'is_correct': False, 'timestamp': {'$numberLong': '1759183851289'}, 'time_from_start': 114827}, {'answer': 'IX=IX=IX=', 'is_correct': False, 'timestamp': {'$numberLong': '1759183871371'}, 'time_from_start': 134909}, {'answer': 'IX=IX', 'is_correct': False, 'timestamp': {'$numberLong': '1759183875875'}, 'time_from_start': 139413}, {'answer': 'IX', 'is_correct': False, 'timestamp': {'$numberLong': '1759183901404'}, 'time_from_start': 164942}, {'answer': 'XI', 'is_correct': False, 'timestamp': {'$numberLong': '1759183906603'}, 'time_from_start': 170141}, {'answer': '=IX', 'is_correct': False, 'timestamp': {'$numberLong': '1759183935096'}, 'time_from_start': 198634}, {'answer': 'XI=IX=IX', 'is_correct': False, 'timestamp': {'$numberLong': '1759183944530'}, 'time_from_start': 208068}, {'answer': 'VI=IX=IX', 'is_correct': False, 'timestamp': {'$numberLong': '1759183969541'}, 'time_from_start': 233079}]",10,Different Types (Group 2),240.149
sub_9a3868181699,2,2,value-loose-chunk,IV = IV - II,IV=VI-II,['IV=VI-II'],220830,True,"[{'answer': 'VI=IV+II', 'is_correct': False, 'timestamp': {'$numberLong': '1759184054640'}, 'time_from_start': 69104}, {'answer': 'VI=IV+II', 'is_correct': False, 'timestamp': {'$numberLong': '1759184070360'}, 'time_from_start': 84824}, {'answer': 'VI=IV+II', 'is_correct': False, 'timestamp': {'$numberLong': '1759184151814'}, 'time_from_start': 166278}, {'answer': 'IV-II=VI', 'is_correct': False, 'timestamp': {'$numberLong': '1759184168288'}, 'time_from_start': 182752}, {'answer': 'IV=VI-II', 'is_correct': True, 'timestamp': {'$numberLong': '1759184203322'}, 'time_from_start': 217786}]",5,Different Types (Group 2),220.83
sub_9a3868181699,3,2,value-tight-chunk,XI = IV + II,VI=IV+II,"['VI=IV+II', 'XI=IX+II']",131093,True,"[{'answer': 'VI=IV+II', 'is_correct': True, 'timestamp': {'$numberLong': '1759184341273'}, 'time_from_start': 128046}]",1,Different Types (Group 2),131.093
sub_9a3868181699,4,2,tautological,VIII = VIII + VIII,VI=VII,['VIII=VIII=VIII'],240133,False,"[{'answer': 'VIII=VII+I', 'is_correct': False, 'timestamp': {'$numberLong': '1759184494689'}, 'time_from_start': 148168}, {'answer': 'VIII=VIII+I', 'is_correct': False, 'timestamp': {'$numberLong': '1759184524088'}, 'time_from_start': 177567}]",2,Different Types (Group 2),240.133
sub_9a3868181699,5,2,operator,X = VII - III,,['X-VII=III'],240155,False,"[{'answer': 'V=VII-II', 'is_correct': False, 'timestamp': {'$numberLong': '1759184659838'}, 'time_from_start': 70843}, {'answer': 'VI=VII-I', 'is_correct': False, 'timestamp': {'$numberLong': '1759184728818'}, 'time_from_start': 139823}, {'answer': 'XIV', 'is_correct': False, 'timestamp': {'$numberLong': '1759184825335'}, 'time_from_start': 236340}]",3,Different Types (Group 2),240.155
sub_e45a90050792,1,2,operator,X = VII - III,X-VII=III,['X-VII=III'],189994,True,"[{'answer': 'X-VII=III', 'is_correct': True, 'timestamp': {'$numberLong': '1759183695492'}, 'time_from_start': 186957}]",1,Different Types (Group 2),189.994
sub_e45a90050792,2,2,value-tight-chunk,IV = XI - II,,"['IX=XI-II', 'IV=VI-II']",240125,False,[],0,Different Types (Group 2),240.125
sub_e45a90050792,3,2,value-loose-chunk,III = IX - IV,,['III=IX-VI'],240118,False,"[{'answer': 'III=X-IVI', 'is_correct': False, 'timestamp': {'$numberLong': '1759184050745'}, 'time_from_start': 108453}]",1,Different Types (Group 2),240.118
sub_e45a90050792,4,2,tautological,III = III + III,III=III=III,['III=III=III'],20320,True,"[{'answer': 'III=III=III', 'is_correct': True, 'timestamp': {'$numberLong': '1759184201168'}, 'time_from_start': 17288}]",1,Different Types (Group 2),20.32
sub_e45a90050792,5,2,hybrid,IV = VII + IV,,['IV=VIII-IV'],240123,False,"[{'answer': 'IIV=VII+IV', 'is_correct': False, 'timestamp': {'$numberLong': '1759184396700'}, 'time_from_start': 190824}]",1,Different Types (Group 2),240.123
sub_c481b0864ebf,1,2,tautological,IV = IV + IV,IV=IV,['IV=IV=IV'],240114,False,[],0,Different Types (Group 2),240.114
sub_c481b0864ebf,2,2,hybrid,IV = VII + IV,,['IV=VIII-IV'],240115,False,"[{'answer': 'XI=VII+IV', 'is_correct': False, 'timestamp': {'$numberLong': '1759184919960'}, 'time_from_start': 146360}, {'answer': 'IV=VII-IV', 'is_correct': False, 'timestamp': {'$numberLong': '1759184985667'}, 'time_from_start': 212067}]",2,Different Types (Group 2),240.115
sub_c481b0864ebf,3,2,value-tight-chunk,II = IX - II,II=IV-II,['II=IV-II'],227742,True,"[{'answer': 'V=IX-II', 'is_correct': False, 'timestamp': {'$numberLong': '1759185057754'}, 'time_from_start': 42328}, {'answer': 'II=IX-IIV', 'is_correct': False, 'timestamp': {'$numberLong': '1759185114691'}, 'time_from_start': 99265}, {'answer': 'II=IV-II', 'is_correct': True, 'timestamp': {'$numberLong': '1759185240150'}, 'time_from_start': 224724}]",3,Different Types (Group 2),227.742
sub_c481b0864ebf,4,2,operator,VI = IV - II,,['VI-IV=II'],240116,False,"[{'answer': 'IV=IV+II', 'is_correct': False, 'timestamp': {'$numberLong': '1759185312347'}, 'time_from_start': 63598}, {'answer': 'VI=VII-I', 'is_correct': False, 'timestamp': {'$numberLong': '1759185473635'}, 'time_from_start': 224886}]",2,Different Types (Group 2),240.116
sub_c481b0864ebf,5,2,value-loose-chunk,II = XI - VII,II=IX-VII,"['III=X-VII', 'II=IX-VII', 'II=X-VIII']",37570,True,"[{'answer': 'II=IX-VII', 'is_correct': True, 'timestamp': {'$numberLong': '1759185529868'}, 'time_from_start': 34554}]",1,Different Types (Group 2),37.57
sub_a99f3e5979de,1,2,value-loose-chunk,II = XI - VII,II=X-VIII,"['III=X-VII', 'II=IX-VII', 'II=X-VIII']",165435,True,"[{'answer': 'II=X-VIII', 'is_correct': True, 'timestamp': {'$numberLong': '1759185537218'}, 'time_from_start': 162398}]",1,Different Types (Group 2),165.435
sub_a99f3e5979de,2,2,hybrid,VI = VI + I,VI=VI-II,['VI=VII-I'],240123,False,[],0,Different Types (Group 2),240.123
sub_a99f3e5979de,3,2,operator,VI = IV - II,V=V-+,['VI-IV=II'],240111,False,"[{'answer': 'II=IV-II', 'is_correct': False, 'timestamp': {'$numberLong': '1759185912964'}, 'time_from_start': 120131}, {'answer': 'VI=IV+I', 'is_correct': False, 'timestamp': {'$numberLong': '1759185939636'}, 'time_from_start': 146803}, {'answer': 'II=IV-II', 'is_correct': False, 'timestamp': {'$numberLong': '1759186007524'}, 'time_from_start': 214691}]",3,Different Types (Group 2),240.111
sub_a99f3e5979de,4,2,value-tight-chunk,III = XI - III,III=VI-III,['III=VI-III'],73223,True,"[{'answer': 'III=VI-III', 'is_correct': True, 'timestamp': {'$numberLong': '1759186106295'}, 'time_from_start': 70196}]",1,Different Types (Group 2),73.223
sub_a99f3e5979de,5,2,tautological,III = III + III,III=III=III,['III=III=III'],120829,True,"[{'answer': 'VI=III+III', 'is_correct': False, 'timestamp': {'$numberLong': '1759186153644'}, 'time_from_start': 42792}, {'answer': 'VI=III+III', 'is_correct': False, 'timestamp': {'$numberLong': '1759186180638'}, 'time_from_start': 69786}, {'answer': 'III=III=III', 'is_correct': True, 'timestamp': {'$numberLong': '1759186228663'}, 'time_from_start': 117811}]",3,Different Types (Group 2),120.829
sub_fb51b65a2596,1,2,value-tight-chunk,XI = IV + II,VI=IV+II,"['VI=IV+II', 'XI=IX+II']",56169,True,"[{'answer': 'VI=IV+II', 'is_correct': True, 'timestamp': {'$numberLong': '1759185246446'}, 'time_from_start': 53152}]",1,Different Types (Group 2),56.169
sub_fb51b65a2596,2,2,value-loose-chunk,IX = VII + IV,XI=VII+IV,['XI=VII+IV'],40124,True,"[{'answer': 'XI=VII+IV', 'is_correct': True, 'timestamp': {'$numberLong': '1759185294268'}, 'time_from_start': 37114}]",1,Different Types (Group 2),40.124
sub_fb51b65a2596,3,2,tautological,VIII = VIII + VIII,,['VIII=VIII=VIII'],240125,False,"[{'answer': 'XIII=VII+VIII', 'is_correct': False, 'timestamp': {'$numberLong': '1759185434990'}, 'time_from_start': 135621}, {'answer': 'XVI=VIII+VIII', 'is_correct': False, 'timestamp': {'$numberLong': '1759185484106'}, 'time_from_start': 184737}, {'answer': 'XVI=VIII+VIII', 'is_correct': False, 'timestamp': {'$numberLong': '1759185535446'}, 'time_from_start': 236077}]",3,Different Types (Group 2),240.125
sub_fb51b65a2596,4,2,hybrid,IV = VII + IV,IV=VIII-IV,['IV=VIII-IV'],124103,True,"[{'answer': 'IX=VII+II', 'is_correct': False, 'timestamp': {'$numberLong': '1759185627586'}, 'time_from_start': 85056}, {'answer': 'IV=VIII-IV', 'is_correct': True, 'timestamp': {'$numberLong': '1759185663589'}, 'time_from_start': 121059}]",2,Different Types (Group 2),124.103
sub_fb51b65a2596,5,2,operator,VII = III - IV,VII-III=IV,['VII-III=IV'],85009,True,"[{'answer': 'VII-III=IV', 'is_correct': True, 'timestamp': {'$numberLong': '1759185759413'}, 'time_from_start': 81982}]",1,Different Types (Group 2),85.009
sub_5b68cea8b576,1,2,hybrid,III = XI + IX,,['III=XII-IX'],240191,False,"[{'answer': 'III=X-IIX', 'is_correct': False, 'timestamp': {'$numberLong': '1759186064051'}, 'time_from_start': 127395}, {'answer': 'II=XI-IX', 'is_correct': False, 'timestamp': {'$numberLong': '1759186099878'}, 'time_from_start': 163222}]",2,Different Types (Group 2),240.191
sub_5b68cea8b576,2,2,value-loose-chunk,VIII = II + IV,VII=III+IV,"['VIII=II+VI', 'VIII=III+V', 'VII=III+IV']",57038,True,"[{'answer': 'VII=III+IV', 'is_correct': True, 'timestamp': {'$numberLong': '1759186239164'}, 'time_from_start': 54006}]",1,Different Types (Group 2),57.038
sub_5b68cea8b576,3,2,operator,VII = III - IV,VI=III-,['VII-III=IV'],240170,False,"[{'answer': 'VII=III+IV', 'is_correct': False, 'timestamp': {'$numberLong': '1759186272752'}, 'time_from_start': 27543}]",1,Different Types (Group 2),240.17
sub_5b68cea8b576,4,2,value-tight-chunk,II = IX - II,II=IX+I,['II=IV-II'],240164,False,"[{'answer': 'II=X-III', 'is_correct': False, 'timestamp': {'$numberLong': '1759186562816'}, 'time_from_start': 74818}, {'answer': 'II+IX-II', 'is_correct': False, 'timestamp': {'$numberLong': '1759186690358'}, 'time_from_start': 202360}]",2,Different Types (Group 2),240.164
sub_5b68cea8b576,5,2,tautological,VIII = VIII + VIII,,['VIII=VIII=VIII'],240173,False,[],0,Different Types (Group 2),240.173
sub_9064e70ac7ce,1,2,tautological,VIII = VIII + VIII,,['VIII=VIII=VIII'],240165,False,[],0,Different Types (Group 2),240.165
sub_9064e70ac7ce,2,2,value-tight-chunk,II = IX - II,II=IV-II,['II=IV-II'],171572,True,"[{'answer': 'II=IV-II', 'is_correct': True, 'timestamp': {'$numberLong': '1759187179465'}, 'time_from_start': 168518}]",1,Different Types (Group 2),171.572
sub_9064e70ac7ce,3,2,hybrid,IV = VII + IV,IV=VIII-IV,['IV=VIII-IV'],198207,True,"[{'answer': 'IIV=VII-IV', 'is_correct': False, 'timestamp': {'$numberLong': '1759187375053'}, 'time_from_start': 75572}, {'answer': 'IV=VIII-IV', 'is_correct': True, 'timestamp': {'$numberLong': '1759187494637'}, 'time_from_start': 195156}]",2,Different Types (Group 2),198.207
sub_9064e70ac7ce,4,2,value-loose-chunk,IX = VII + IV,XI=VII+IV,['XI=VII+IV'],162929,True,"[{'answer': 'XI=VII+IV', 'is_correct': True, 'timestamp': {'$numberLong': '1759187659130'}, 'time_from_start': 159883}]",1,Different Types (Group 2),162.929
sub_9064e70ac7ce,5,2,operator,VII = III - IV,,['VII-III=IV'],240156,False,"[{'answer': 'VI=III+IV', 'is_correct': False, 'timestamp': {'$numberLong': '1759187889288'}, 'time_from_start': 225895}]",1,Different Types (Group 2),240.156
sub_4a3776b17704,1,2,operator,VII = III - IV,VII-III=IV,['VII-III=IV'],223938,True,"[{'answer': 'VII=III+IV', 'is_correct': False, 'timestamp': {'$numberLong': '1759187231108'}, 'time_from_start': 82273}, {'answer': 'VII-III=IV', 'is_correct': True, 'timestamp': {'$numberLong': '1759187369737'}, 'time_from_start': 220902}]",2,Different Types (Group 2),223.938
sub_4a3776b17704,2,2,value-tight-chunk,VII = IX + III,,"['XII=IX+III', 'VII=IV+III']",240127,False,[],0,Different Types (Group 2),240.127
sub_4a3776b17704,3,2,tautological,III = III + III,III,['III=III=III'],240120,False,[],0,Different Types (Group 2),240.12
sub_4a3776b17704,4,2,hybrid,III = XI + IX,III=XII-IX,['III=XII-IX'],85500,True,"[{'answer': 'III=XII-IX', 'is_correct': True, 'timestamp': {'$numberLong': '1759187944378'}, 'time_from_start': 82471}]",1,Different Types (Group 2),85.5
sub_4a3776b17704,5,2,value-loose-chunk,IV = IV - II,,['IV=VI-II'],240121,False,[],0,Different Types (Group 2),240.121
